Melbourne Metropolitan Area,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Orchard Plantations,22,2983477,1070792,7.59,,154400.00,142.18<,,,145.69<,278553.05,,10.71,,
Piggery,1,1900000,1900000,1.47,,1294620.00,ND,,,ND,1294620.00,,1.47,,
Specialised Cropping,1,824000,824000,1.81,,455600.00,ND,,,238.99<,455600.00,,1.81,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Detached Home (Ind),4,346875,346250,424.96,,743.50,ND,,,ND,759.75,,456.56,,
Detached Home Unsp,70,382693,362500,458.80,,534.00,118.76<,,,130.16<,599.24,,635.25,,
Detached Home(Comm),1,450000,450000,610.58,,737.00,152.03<,,,ND,737.00,,610.58,,
Detached Home(exist),1091,402832,379000,520.44,,734.00,116.26<,,,143.02<,832.91,,483.68,,
MisImpRuralLand Unsp,1,115000,115000,146.68,,784.00,69.70<,,,ND,784.00,,146.68,,
Nursing Home,1,825000,825000,82.50,,10000.00,ND,,,ND,10000.00,,82.50,,
Res Dev Site,3,493500,225500,34.72,,43195.00,119.31<,,,ND,43195.00,,15.34,,
Res Investment Flat,2,788500,788500,842.20,,863.00,ND,,,133.64<,863.00,,913.67,,
Res Land (WithBuild),2,440000,440000,455.08,,969.50,118.92<,,,ND,969.50,,453.84,,
Res/Rural Lstyle,149,656261,580000,71.22,,10110.00,117.17<,,,149.48<,48030.29,,13.66,,
ResLandWithImprovemt,4,211600,211500,22.49,,10687.50,149.47<,,,ND,33017.25,,6.41,,
Retire Village Unit,2,323750,323750,NA,,NA,ND,,,58.86<,NA,,NA,,
Semi-detached Unspec,2,381000,381000,347.69,,1096.50,132.52<,,,ND,1096.50,,347.47,,
Short Term Hol Accom,1,550000,550000,828.31,,664.00,ND,,,ND,664.00,,828.31,,
Single Strata Unsp,117,284527,265000,NA,,NA,120.45<,,,153.18<,NA,,NA,,
Storage Area Res,1,39000,39000,268.97,,145.00,ND,,,ND,145.00,,268.97,,
Strata Unit/Flat Uns,53,327891,238000,NA,,NA,106.37<,,,102.37<,NA,,NA,,
Vac Res A,353,162250,153720,193.79,,805.00,107.50<,,,120.56<,805.60,,205.74,,
Vac Res B,20,213900,205000,146.55,,2029.00,109.04<,,,117.82<,2265.85,,94.40,,
Vac Res C,1,220000,220000,54.37,,4046.00,ND,,,ND,4046.00,,54.37,,
Vac Res Englobo Oth,4,1427500,720000,15.80,,109350.00,188.98<,,,37.89<,158475.00,,9.01,,
Vac Res Rural Lstyle,22,280013,247500,16.21,,10429.50,126.92<,,,95.19<,35393.82,,7.91,,
Sport/Hrtge/Cultural,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Equestrian Centre,1,3620000,3620000,10.41,,347600.00,ND,,,ND,347600.00,,10.41,,
OutdoorSportGrndUnsp,1,735000,735000,358.19,,2052.00,ND,,,ND,2052.00,,358.19,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,80,,,,,,Commercial Total Prices,,,,"$96,147,972 ",,,,
Community Services Total,1,,,,,,Community Services Total Prices,,,,"$412,500 ",,,,
Industrial Total,47,,,,,,Industrial Total Prices,,,,"$39,554,637 ",,,,
Infrastruc&Utilities Total,1,,,,,,Infrastruc&Utilities Total Prices,,,,"$440,000 ",,,,
Primary Production Total,116,,,,,,Primary Production Total Prices,,,,"$133,184,271 ",,,,
Residential Total,"1,904",,,,,,Residential Total Prices,,,,"$697,932,587 ",,,,
Sport/Hrtge/Cultural Total,2,,,,,,Sport/Hrtge/Cultural Total Prices,,,,"$4,355,000 ",,,,
All Sales Total,"2,151 ",,,,,,All Sales Total,,,,,"$972,026,967 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
South Gippsland Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,295 ,"74,000 ",,"79,400 ",,25 ,"86,000 ",,"87,480 ",,167 ,"18,000 ",,"23,632 ",
1993 ,337 ,"73,000 ",,"78,351 ",,30 ,"72,500 ",,"73,080 ",,185 ,"16,750 ",,"24,154 ",
1994 ,301 ,"75,000 ",,"81,212 ",,34 ,"82,250 ",,"76,344 ",,192 ,"16,000 ",,"27,397 ",
1995 ,280 ,"71,750 ",,"81,653 ",,9 ,"87,000 ",^,"88,555 ",^,148 ,"14,250 ",,"37,990 ",
1996 ,315 ,"71,500 ",,"81,267 ",,22 ,"78,000 ",,"80,990 ",,140 ,"15,000 ",,"28,138 ",
1997 ,370 ,"66,000 ",,"75,839 ",,24 ,"83,500 ",,"105,270 ",,132 ,"13,625 ",,"23,577 ",
1998 ,385 ,"70,000 ",,"81,429 ",,23 ,"83,500 ",,"101,673 ",,139 ,"14,000 ",,"25,488 ",
1999 ,369 ,"75,000 ",,"91,944 ",,30 ,"76,500 ",,"83,083 ",,170 ,"18,000 ",,"25,701 ",
2000 ,487 ,"80,000 ",,"88,168 ",,28 ,"86,750 ",,"139,294 ",,244 ,"17,250 ",,"27,332 ",
2001 ,631 ,"86,500 ",,"98,600 ",,65 ,"84,000 ",,"101,907 ",,564 ,"20,000 ",,"26,898 ",
2002 ,603 ,"120,000 ",,"130,486 ",,48 ,"96,500 ",,"104,188 ",,438 ,"44,250 ",,"44,797 ",
2003 ,592 ,"154,000 ",,"164,537 ",,56 ,"146,565 ",,"159,555 ",,316 ,"67,250 ",,"66,666 ",
2004 ,448 ,"173,333 ",,"185,958 ",,33 ,"179,000 ",,"167,573 ",,167 ,"69,000 ",,"73,135 ",
2005 ,376 ,"190,000 ",,"209,094 ",,37 ,"180,000 ",,"187,187 ",,144 ,"79,990 ",,"92,441 ",
2006 ,370 ,"191,000 ",,"210,182 ",,43 ,"200,000 ",,"213,294 ",,132 ,"78,000 ",,"84,756 ",
2007 ,520 ,"205,000 ",,"216,583 ",,53 ,"225,000 ",,"207,876 ",,210 ,"85,000 ",,"94,672 ",
2008 ,406 ,"215,500 ",,"224,471 ",,48 ,"214,500 ",,"206,510 ",,224 ,"89,687 ",,"97,141 ",
2009 ,504 ,"223,500 ",,"232,796 ",,67 ,"216,000 ",,"215,015 ",,202 ,"92,000 ",,"99,656 ",
2010 ,486 ,"245,000 ",,"259,843 ",,59 ,"207,000 ",,"207,904 ",,282 ,"102,500 ",,"109,932 ",
2011 ,417 ,"260,000 ",,"273,105 ",,61 ,"249,000 ",,"255,575 ",,180 ,"109,500 ",,"115,178 ",
2012 ,371 ,"259,000 ",,"266,229 ",,43 ,"240,000 ",,"274,990 ",,119 ,"100,000 ",,"110,942 ",
2013 ,407 ,"255,000 ",,"275,575 ",,28 ,"257,500 ",,"257,760 ",,105 ,"115,000 ",,"129,665 ",
2014 ,395 ,"260,000 ",,"277,406 ",,42 ,"251,250 ",,"238,800 ",,93 ,"103,500 ",,"111,952 ",
2015 ,454 ,"265,000 ",,"284,584 ",,51 ,"240,000 ",,"235,524 ",,115 ,"106,000 ",,"110,611 ",
2016 ,499 ,"280,000 ",,"292,910 ",,39 ,"263,000 ",,"255,820 ",,134 ,"112,500 ",,"130,913 ",
2017 ,527 ,"292,000 ",,"313,297 ",,58 ,"231,500 ",,"238,112 ",,221 ,"110,000 ",,"122,045 ",
2018 ,568 ,"320,000 ",,"336,623 ",,75 ,"253,000 ",,"263,052 ",,296 ,"120,000 ",,"127,504 ",
2019 ,464 ,"335,000 ",,"356,153 ",,49 ,"267,000 ",,"262,187 ",,174 ,"132,500 ",,"156,137 ",
2020 ,547 ,"390,000 ",,"416,528 ",,41 ,"295,000 ",,"311,892 ",,292 ,"153,500 ",,"167,981 ",
2021 ,608 ,"500,000 ",,"528,719 ",,49 ,"350,000 ",,"381,448 ",,198 ,"215,000 ",,"228,137 ",
2022 ,99 ,"590,000 ",,"591,426 ",,6 ,"342,500 ",^,"335,833 ",^,31 ,"275,000 ",,"297,790 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
South Gippsland Shire,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Bank,1,1500000,1500000,2757.35,,544.00,ND,,,108.30<,544.00,,2757.35,,
Dev Site,1,210000,210000,578.51,,363.00,115.86<,,,155.56<,363.00,,578.51,,
Health Clinic Unsp,1,653000,653000,373.14,,1750.00,ND,,,171.84<,1750.00,,373.14,,
Hotel/Motel Unsp,1,999000,999000,96.90,,10310.00,217.17<,,,ND,10310.00,,96.90,,
Mixed Use Office,2,390000,390000,1257.29,,363.50,84.92<,,,ND,363.50,,1072.90,,
Mixed Use Shop,1,375000,375000,1704.55,,220.00,ND,,,ND,220.00,,1704.55,,
Motel,2,1487500,1487500,189.88,,8815.00,ND,,,ND,8815.00,,168.75,,
Office & Dwelling,1,517000,517000,499.03,,1036.00,ND,,,ND,1036.00,,499.03,,
Office Premises Uns,3,638333,630000,1768.77,,506.00,262.50<,,,157.50<,505.33,,1263.19,,
Retail Mult Occ Unsp,1,635000,635000,3223.35,,197.00,ND,,,160.76<,197.00,,3223.35,,
Retail Sgle Occ Unsp,16,415687,332500,1034.45,,513.50,90.11<,,,134.07<,730.00,,611.06,,
Serv Apt/Unit Unsp,1,1300000,1300000,65.00,,20000.00,ND,,,ND,20000.00,,65.00,,
Shop,2,727500,727500,1320.85,,756.50,ND,,,ND,756.50,,961.67,,
Shop & Dwelling,1,290000,290000,535.06,,542.00,41.73<,,,87.22<,542.00,,535.06,,
Tourist Park/Caravan,1,3270000,3270000,92.19,,35470.00,ND,,,ND,35470.00,,92.19,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Place of Worship,2,382000,382000,324.94,,1213.50,ND,,,ND,1213.50,,314.79,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unit,1,820000,820000,385.88,,2125.00,ND,,,309.43<,2125.00,,385.88,,
Factory Unsp,4,388218,333937,507.77,,640.00,59.74<,,,113.49<,1104.00,,351.65,,
Garage/Motor Vehicle,1,412500,412500,369.62,,1116.00,ND,,,ND,1116.00,,369.62,,
Hard/Storage Yard,1,215000,215000,155.23,,1385.00,ND,,,ND,1385.00,,155.23,,
Ind Dev Site,4,268750,266500,100.14,,2733.50,100.28<,,,157.69<,13161.00,,20.42,,
Warehouse Unspec,2,829350,829350,124.33,,60961.00,274.17<,,,ND,60961.00,,13.60,,
Warehouse/Office,1,400000,400000,272.11,,1470.00,ND,,,ND,1470.00,,272.11,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,43,612222,420000,3.06,,170000.00,73.04<,,,98.36<,246268.09,,2.49,,
GenCrop >20ha Unspec,2,577500,577500,11.57,,47686.00,66.19<,,,ND,47686.00,,12.11,,
Livestock Ð  Beef,13,823207,680000,2.09,,430000.00,95.37<,,,98.55<,397444.85,,2.07,,
Livestock Ð  Dairy,15,1365806,1011096,3.73,,420700.00,80.57<,,,120.20<,645728.00,,2.12,,
Livestock Ð Sheep,1,9000000,9000000,8.85,,1016871.00,11920.53<,,,1512.61<,1016871.00,,8.85,,
MixedFarm + infrast,43,1736055,1400000,3.15,,444900.00,137.79<,,,171.15<,591372.44,,2.94,,
MixedFarm no infrast,15,1584335,1600000,1.06,,691700.00,203.82<,,,222.22<,704991.33,,2.25,,
MixedFarm&GrazUnsp,6,1352500,1025000,2.45,,448544.50,205.00<,,,139.74<,511318.50,,2.65,,
Native Bshland,1,480000,480000,5.01,,95820.00,74.77<,,,146.56<,95820.00,,5.01,,
Orchard Plantations,1,1400000,1400000,8.65,,161900.00,ND,,,ND,161900.00,,8.65,,
Plant/Tree Nursery,1,70000,70000,0.12,,581200.00,12.17<,,,11.86<,581200.00,,0.12,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cojoin Strata Unsp,3,516666,510000,NA,,NA,ND,,,ND,NA,,NA,,
Detached Home (New),1,455000,455000,449.60,,1012.00,137.88<,,,ND,1012.00,,449.60,,
Detached Home Unsp,591,528140,500000,591.28,,769.50,127.23<,,,156.25<,988.22,,532.47,,
Detached Home(exist),16,554693,530000,174.45,,3115.50,151.43<,,,175.21<,2792.19,,198.66,,
Garage/Outbuild Rur,1,285000,285000,478.19,,596.00,ND,,,ND,596.00,,478.19,,
MisImpRuralLand Unsp,7,258857,240000,51.61,,4650.00,884.30<,,,1600.00<,33185.43,,7.80,,
OYO Sub Unit,2,332500,332500,NA,,NA,120.04<,,,125.47<,NA,,NA,,
Res/Rural Lstyle,246,903123,852500,67.70,,15650.00,131.15<,,,159.35<,33020.28,,27.35,,
Retire Village Unit,1,375000,375000,1689.19,,222.00,ND,,,ND,222.00,,1689.19,,
Short Term Hol Accom,1,1200000,1200000,98.85,,12140.00,ND,,,226.42<,12140.00,,98.85,,
Single Strata Unit,1,345000,345000,NA,,NA,ND,,,ND,NA,,NA,,
Single Strata Unsp,37,350702,345000,NA,,NA,118.97<,,,133.20<,NA,,NA,,
Strata Unit/Flat Uns,5,556000,490000,NA,,NA,139.01<,,,196.00<,NA,,NA,,
Vac Res A,183,218080,214950,275.48,,726.00,143.78<,,,186.91<,793.68,,281.89,,
Vac Res B,14,348214,320000,148.54,,2039.00,132.64<,,,182.86<,2289.07,,152.12,,
Vac Res C,1,387500,387500,12.19,,31797.00,ND,,,ND,31797.00,,12.19,,
Vac Res Rural Lstyle,43,408279,365000,43.14,,10200.00,137.74<,,,189.61<,20130.53,,20.28,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,35,,,,,,Commercial Total Prices,,,,"$23,525,000 ",,,,
Community Services Total,2,,,,,,Community Services Total Prices,,,,"$764,000 ",,,,
Industrial Total,14,,,,,,Industrial Total Prices,,,,"$6,134,075 ",,,,
Primary Production Total,141,,,,,,Primary Production Total Prices,,,,"$176,149,765 ",,,,
Residential Total,"1,153",,,,,,Residential Total Prices,,,,"$628,345,024 ",,,,
All Sales Total,"1,345 ",,,,,,All Sales Total,,,,,"$834,917,864 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Southern Grampians Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,189 ,"60,500 ",,"65,542 ",,8 ,"75,500 ",^,"120,645 ",^,37 ,"11,500 ",,"19,629 ",
1993 ,175 ,"63,500 ",,"72,609 ",,6 ,"67,500 ",^,"73,500 ",^,31 ,"15,000 ",,"23,852 ",
1994 ,186 ,"60,000 ",,"69,151 ",,10 ,"59,000 ",,"57,100 ",,47 ,"12,000 ",,"30,939 ",
1995 ,196 ,"62,750 ",,"79,259 ",,6 ,"84,500 ",^,"132,675 ",^,40 ,"19,250 ",,"47,828 ",
1996 ,170 ,"64,250 ",,"78,619 ",,6 ,"73,750 ",^,"73,016 ",^,29 ,"18,000 ",,"40,489 ",
1997 ,189 ,"60,000 ",,"80,885 ",,11 ,"80,000 ",,"98,772 ",,32 ,"20,750 ",,"51,011 ",
1998 ,191 ,"60,500 ",,"72,651 ",,6 ,"53,000 ",^,"54,916 ",^,33 ,"15,000 ",,"36,328 ",
1999 ,191 ,"66,500 ",,"78,791 ",,5 ,"70,000 ",^,"70,600 ",^,39 ,"20,000 ",,"80,940 ",
2000 ,258 ,"62,000 ",,"78,499 ",,14 ,"65,500 ",,"77,476 ",,46 ,"25,000 ",,"29,641 ",
2001 ,327 ,"72,000 ",,"91,129 ",,27 ,"79,000 ",,"80,333 ",,86 ,"27,500 ",,"30,728 ",
2002 ,302 ,"86,500 ",,"104,120 ",,10 ,"81,750 ",,"116,550 ",,92 ,"24,596 ",,"28,757 ",
2003 ,269 ,"125,000 ",,"136,906 ",,18 ,"142,500 ",,"139,238 ",,95 ,"34,000 ",,"37,845 ",
2004 ,263 ,"150,000 ",,"160,409 ",,20 ,"192,500 ",,"190,025 ",,66 ,"40,000 ",,"43,906 ",
2005 ,253 ,"177,000 ",,"188,661 ",,28 ,"211,750 ",,"182,394 ",,54 ,"47,315 ",,"53,425 ",
2006 ,242 ,"178,000 ",,"201,448 ",,10 ,"233,950 ",,"213,790 ",,40 ,"58,500 ",,"55,530 ",
2007 ,232 ,"178,500 ",,"190,024 ",,26 ,"204,750 ",,"192,500 ",,44 ,"62,000 ",,"64,679 ",
2008 ,176 ,"185,000 ",,"201,780 ",,28 ,"222,500 ",,"217,066 ",,24 ,"59,000 ",,"61,729 ",
2009 ,207 ,"178,000 ",,"196,203 ",,24 ,"199,345 ",,"218,212 ",,31 ,"79,506 ",,"85,097 ",
2010 ,164 ,"185,000 ",,"206,210 ",,11 ,"224,000 ",,"217,363 ",,20 ,"43,750 ",,"58,020 ",
2011 ,177 ,"200,000 ",,"210,166 ",,17 ,"220,000 ",,"227,852 ",,31 ,"82,500 ",,"83,859 ",
2012 ,176 ,"177,500 ",,"190,366 ",,16 ,"184,500 ",,"187,469 ",,21 ,"80,000 ",,"72,754 ",
2013 ,175 ,"185,000 ",,"194,222 ",,17 ,"172,000 ",,"157,823 ",,19 ,"68,000 ",,"66,763 ",
2014 ,183 ,"180,000 ",,"199,885 ",,9 ,"220,000 ",^,"255,027 ",^,19 ,"66,000 ",,"69,418 ",
2015 ,200 ,"185,000 ",,"204,879 ",,13 ,"207,000 ",,"222,538 ",,19 ,"60,000 ",,"62,263 ",
2016 ,209 ,"195,000 ",,"221,947 ",,14 ,"195,000 ",,"193,714 ",,14 ,"93,000 ",,"91,267 ",
2017 ,227 ,"174,000 ",,"198,033 ",,18 ,"175,000 ",,"212,341 ",,17 ,"61,000 ",,"73,823 ",
2018 ,301 ,"200,000 ",,"220,724 ",,13 ,"170,000 ",,"153,345 ",,32 ,"75,000 ",,"85,159 ",
2019 ,242 ,"195,500 ",,"222,870 ",,32 ,"197,500 ",,"214,718 ",,28 ,"75,000 ",,"63,233 ",
2020 ,307 ,"245,000 ",,"262,804 ",,19 ,"219,000 ",,"213,763 ",,59 ,"95,000 ",,"102,150 ",
2021 ,356 ,"325,000 ",,"352,172 ",,23 ,"290,000 ",,"294,869 ",,33 ,"79,000 ",,"116,663 ",
2022 ,55 ,"340,000 ",,"373,654 ",,8 ,"234,500 ",^,"245,000 ",^,9 ,"95,000 ",^,"105,486 ",^
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Southern Grampians Shire,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Bank,1,165000,165000,165.00,,1000.00,ND,,,ND,1000.00,,165.00,,
Dept/Discount Store,1,462000,462000,684.44,,675.00,ND,,,ND,675.00,,684.44,,
Dev Site,7,282857,170000,186.10,,2476.00,85.86<,,,1700.00<,2673.17,,112.85,,
Fuel Outlet/Garage,1,250000,250000,273.52,,914.00,35.71<,,,221.24<,914.00,,273.52,,
Holiday Units,1,875000,875000,72.31,,12100.00,ND,,,ND,12100.00,,72.31,,
Hotel,1,470000,470000,408.70,,1150.00,123.68<,,,ND,1150.00,,408.70,,
Office Premises Uns,5,308277,300000,1989.25,,186.00,42.86<,,,ND,602.60,,511.58,,
Restaurant,1,470000,470000,1887.55,,249.00,ND,,,ND,249.00,,1887.55,,
Retail Mult Occ Unsp,1,650000,650000,9285.71,,70.00,288.89<,,,49.06<,70.00,,9285.71,,
Retail Sgle Occ Unsp,2,2933650,2933650,920.38,,2753.00,928.37<,,,1029.35<,2753.00,,1065.62,,
Shop,4,430000,285000,1427.50,,450.00,251.10<,,,316.67<,410.50,,1047.50,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Place of Worship,1,158000,158000,93.49,,1690.00,ND,,,ND,1690.00,,93.49,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory,2,312500,312500,262.07,,1219.50,416.67<,,,ND,1219.50,,256.25,,
Garage/Motor Vehicle,2,267500,267500,137.20,,4097.00,ND,,,ND,4097.00,,65.29,,
Ind Dev Site,4,323750,222500,14.24,,15592.00,134.85<,,,185.42<,23286.75,,13.90,,
OpenStorageUnspec,1,150000,150000,8.27,,18127.00,ND,,,ND,18127.00,,8.27,,
Storage Depot,2,305000,305000,67.50,,10500.00,ND,,,ND,10500.00,,29.05,,
Warehouse Unspec,2,286364,286364,152.32,,1772.00,142.65<,,,73.43<,1772.00,,161.60,,
Warehouse/Office,3,310000,300000,171.70,,1689.00,ND,,,ND,1828.67,,169.52,,
Workshop,1,225000,225000,171.10,,1315.00,112.50<,,,ND,1315.00,,171.10,,
Infrastruc&Utilities,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Post Offices,2,267500,267500,353.11,,898.50,ND,,,ND,898.50,,297.72,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,4,927178,509765,1.12,,454771.50,50.32<,,,102.48<,426216.00,,2.18,,
GenCrop >20ha Unspec,3,2333333,3011670,0.85,,3986200.00,338.19<,,,ND,3986200.00,,0.59,,
Hardwood Plantation,3,596000,708000,0.75,,948700.00,159.67<,,,61.97<,932810.00,,0.64,,
Livestock Ð  Beef,3,1258831,1253675,1.83,,686000.00,289.90<,,,166.22<,741300.00,,1.70,,
Livestock Ð Sheep,21,2728115,872400,1.65,,686000.00,142.94<,,,143.71<,2360683.48,,1.16,,
MixedFarm + infrast,25,2657599,1500000,1.91,,1420000.00,176.47<,,,142.99<,2276930.52,,1.17,,
MixedFarm no infrast,25,1244257,890600,2.14,,816900.00,146.94<,,,103.14<,1465525.60,,0.85,,
MixedFarm&GrazUnsp,4,448250,432500,0.21,,710000.00,210.98<,,,86.79<,970000.00,,0.46,,
Plant/Tree Nursery,1,1605953,1605953,2.47,,650900.00,ND,,,ND,650900.00,,2.47,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cojoin Strata Unsp,2,245000,245000,NA,,NA,130.67<,,,ND,NA,,NA,,
Detached Home (New),1,335000,335000,1419.49,,236.00,75.28<,,,ND,236.00,,1419.49,,
Detached Home Unsp,349,355189,329000,449.02,,824.00,134.29<,,,164.50<,1010.30,,352.12,,
Detached Home(Comm),8,388625,240000,161.54,,1121.50,154.84<,,,97.96<,1434.63,,270.89,,
Detached Home(exist),2,187500,187500,136.25,,1500.00,72.12<,,,246.71<,1500.00,,125.00,,
MisImpRuralLand Unsp,3,272000,179000,9.37,,19100.00,96.76<,,,149.17<,26266.67,,10.36,,
Res/Rural Lstyle,81,524209,508000,54.57,,11820.00,98.16<,,,132.81<,55850.75,,9.39,,
ResLandWithImprovemt,2,331500,331500,169.38,,1610.00,947.14<,,,ND,1610.00,,205.90,,
Semi-detached Unspec,4,175625,180000,NA,,NA,ND,,,ND,NA,,NA,,
Single Strata Unsp,14,325857,312000,NA,,NA,135.65<,,,237.26<,NA,,NA,,
Strata Unit/Flat Uns,7,247142,240000,NA,,NA,121.52<,,,141.18<,NA,,NA,,
Vac Res A,25,123476,79000,58.27,,813.50,80.20<,,,103.95<,945.35,,106.94,,
Vac Res B,8,95375,64500,24.47,,2023.00,113.16<,,,112.17<,2415.13,,39.49,,
Vac Res Rural Lstyle,43,211475,180000,7.33,,15000.00,133.33<,,,147.54<,29345.54,,7.48,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,25,,,,,,Commercial Total Prices,,,,"$14,450,687 ",,,,
Community Services Total,1,,,,,,Community Services Total Prices,,,,"$158,000 ",,,,
Industrial Total,17,,,,,,Industrial Total Prices,,,,"$4,942,728 ",,,,
Infrastruc&Utilities Total,2,,,,,,Infrastruc&Utilities Total Prices,,,,"$535,000 ",,,,
Primary Production Total,89,,,,,,Primary Production Total Prices,,,,"$174,509,023 ",,,,
Residential Total,549,,,,,,Residential Total Prices,,,,"$192,147,864 ",,,,
All Sales Total,683 ,,,,,,All Sales Total,,,,,"$386,743,302 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Stonnington City,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,"1,085 ","236,000 ",,"325,227 ",,"1,141 ","134,950 ",,"184,597 ",,2 ,"89,250 ",^,"89,250 ",^
1993 ,"1,159 ","240,000 ",,"313,618 ",,"1,384 ","125,000 ",,"164,653 ",,5 ,"60,000 ",^,"61,000 ",^
1994 ,"1,336 ","283,000 ",,"377,262 ",,"1,830 ","135,450 ",,"185,197 ",,15 ,"90,000 ",,"90,478 ",
1995 ,"1,347 ","264,100 ",,"361,637 ",,"1,324 ","144,875 ",,"188,483 ",,19 ,"99,000 ",,"83,782 ",
1996 ,"1,385 ","272,500 ",,"378,487 ",,"1,538 ","138,000 ",,"185,056 ",,16 ,"32,075 ",,"49,719 ",
1997 ,"1,737 ","330,000 ",,"450,957 ",,"2,117 ","165,000 ",,"211,880 ",,8 ,"60,302 ",^,"66,402 ",^
1998 ,"1,456 ","367,750 ",,"487,279 ",,"1,807 ","180,000 ",,"240,024 ",,9 ,"107,551 ",^,"177,116 ",^
1999 ,"1,472 ","418,000 ",,"578,241 ",,"1,868 ","220,000 ",,"276,451 ",,7 ,"26,000 ",^,"56,036 ",^
2000 ,"1,271 ","455,000 ",,"639,082 ",,"1,768 ","222,500 ",,"282,283 ",,10 ,"90,000 ",,"209,645 ",
2001 ,"1,461 ","550,000 ",,"737,412 ",,"2,352 ","300,000 ",,"380,366 ",,18 ,"159,750 ",,"206,145 ",
2002 ,"1,242 ","620,000 ",,"841,438 ",,"1,830 ","324,750 ",,"427,102 ",,7 ,"100,000 ",^,"97,214 ",^
2003 ,"1,293 ","681,000 ",,"942,577 ",,"1,845 ","330,000 ",,"430,770 ",,2 ,"118,425 ",^,"118,425 ",^
2004 ,"1,122 ","700,000 ",,"1,002,384 ",,"1,560 ","335,000 ",,"441,766 ",,3 ,"396,000 ",^,"308,666 ",^
2005 ,"1,192 ","771,250 ",,"1,073,844 ",,"1,757 ","350,000 ",,"474,986 ",,6 ,"145,000 ",^,"183,900 ",^
